
OccupationCode|Skill
15-1299.02|Operations Monitoring
15-1299.08|Service Orientation
17-1021.00|Writing
17-1022.00|Active Listening
17-1022.01|Management of Financial Resources
13-1031.00|Systems Analysis
13-1032.00|Speaking
13-1121.00|Mathematics
13-2041.00|Complex Problem Solving
13-2071.00|Reading Comprehension
15-1221.00|Critical Thinking
11-1011.03|Operation and Control
11-3111.00|Management of Material Resources
11-9041.01|Learning Strategies
13-1041.00|Persuasion
13-1041.03|Science
13-1074.00|Coordination
53-7031.00|Management of Personnel Resources
53-7071.00|Operations Monitoring
51-9124.00|Programming
51-9151.00|Systems Analysis
53-1041.00|Active Learning
53-1041.00|Service Orientation
53-4041.00|Reading Comprehension
53-6041.00|Critical Thinking
51-5113.00|Quality Control Analysis
51-5113.00|Systems Evaluation
51-6092.00|Equipment Selection
51-8091.00|Instructing
51-8091.00|Complex Problem Solving
51-9023.00|Repairing
51-2041.00|Science
51-4023.00|Negotiation
51-4051.00|Writing
51-4061.00|Management of Financial Resources
51-4121.00|Technology Design
51-5111.00|Speaking
49-3092.00|Active Listening
49-9011.00|Learning Strategies
49-9045.00|Reading Comprehension
49-9091.00|Critical Thinking
49-9095.00|Operations Analysis
51-2023.00|Persuasion
47-4021.00|Judgment and Decision Making
47-4041.00|Time Management
47-5044.00|Systems Analysis
49-2094.00|Troubleshooting
49-2096.00|Service Orientation
49-3031.00|Management of Material Resources
47-2021.00|Speaking
47-2031.00|Quality Control Analysis
47-2111.00|Monitoring
47-2111.00|Equipment Selection
47-2161.00|Social Perceptiveness
47-3013.00|Complex Problem Solving
43-3031.00|Active Learning
43-4141.00|Operations Analysis
43-5032.00|Persuasion
43-6012.00|Coordination
43-9041.00|Management of Personnel Resources
45-2021.00|Writing
31-9099.01|Coordination
33-3031.00|Operations Monitoring
35-9021.00|Monitoring
37-3011.00|Equipment Maintenance
39-3092.00|Judgment and Decision Making
39-6011.00|Instructing
29-1217.00|Instructing
29-2011.00|Programming
29-2011.02|Systems Analysis
29-2055.00|Active Learning
29-9093.00|Active Listening
31-2012.00|Reading Comprehension
27-4011.00|Writing
27-4014.00|Management of Financial Resources
29-1071.00|Systems Evaluation
29-1129.02|Equipment Selection
29-1141.00|Mathematics
29-1171.00|Social Perceptiveness
25-1032.00|Time Management
25-1066.00|Programming
25-1193.00|Service Orientation
25-4013.00|Reading Comprehension
27-1011.00|Critical Thinking
27-3041.00|Negotiation
19-4012.00|Technology Design
19-4051.02|Quality Control Analysis
21-1021.00|Mathematics
21-1094.00|Social Perceptiveness
23-1022.00|Complex Problem Solving
25-1022.00|Judgment and Decision Making
19-1021.00|Critical Thinking
19-1042.00|Persuasion
19-2011.00|Science
19-2041.02|Coordination
19-3041.00|Writing
19-3091.00|Management of Financial Resources
17-2051.00|Instructing
17-2051.02|Operation and Control
17-2141.01|Troubleshooting
17-2151.00|Service Orientation
17-2199.07|Management of Material Resources
17-3022.00|Learning Strategies
13-1111.00|Management of Personnel Resources
13-1199.05|Operations Monitoring
13-2081.00|Speaking
15-1243.01|Monitoring
15-1299.09|Complex Problem Solving
15-2051.01|Judgment and Decision Making
11-1011.00|Technology Design
11-2022.00|Systems Analysis
11-3051.02|Programming
11-3071.04|Mathematics
11-9041.00|Coordination
11-9081.00|Complex Problem Solving
53-7051.00|Persuasion
53-7065.00|Social Perceptiveness
53-7121.00|Active Listening
53-2012.00|Reading Comprehension
53-3011.00|Writing
53-3011.00|Operations Monitoring
53-6031.00|Science
53-6041.00|Operations Analysis
53-7011.00|Service Orientation
51-8092.00|Technology Design
51-9021.00|Systems Analysis
51-9083.00|Operation and Control
51-9195.05|Troubleshooting
51-9196.00|Coordination
53-1042.00|Complex Problem Solving
51-3093.00|Active Learning
51-4031.00|Judgment and Decision Making
51-4051.00|Quality Control Analysis
51-6063.00|Monitoring
51-7011.00|Management of Material Resources
51-8013.03|Learning Strategies
49-3023.00|Mathematics
49-3051.00|Operations Monitoring
49-9041.00|Instructing
49-9071.00|Science
51-2051.00|Equipment Maintenance
51-3092.00|Management of Personnel Resources
47-2043.00|Systems Evaluation
47-2221.00|Installation
47-3013.00|Equipment Selection
47-4011.01|Negotiation
47-4071.00|Repairing
49-2096.00|Programming
43-4021.00|Reading Comprehension
43-4061.00|Writing
43-4141.00|Critical Thinking
43-9022.00|Active Learning
45-2011.00|Social Perceptiveness
45-2093.00|Active Listening
39-9032.00|Systems Analysis
41-3031.00|Programming
41-9011.00|Mathematics
43-2011.00|Troubleshooting
43-3041.00|Instructing
43-3041.00|Complex Problem Solving
35-2014.00|Quality Control Analysis
35-2014.00|Systems Evaluation
39-2021.00|Equipment Selection
39-3091.00|Negotiation
39-3091.00|Management of Material Resources
39-6012.00|Technology Design
33-1021.00|Service Orientation
33-2021.00|Persuasion
33-3021.06|Social Perceptiveness
33-3052.00|Active Listening
33-9011.00|Management of Financial Resources
33-9099.02|Judgment and Decision Making
29-1229.01|Systems Analysis
29-2056.00|Complex Problem Solving
29-2092.00|Reading Comprehension
29-2099.08|Writing
29-9099.01|Critical Thinking
31-9095.00|Science
29-1024.00|Speaking
29-1128.00|Monitoring
29-1141.01|Management of Material Resources
29-1171.00|Time Management
29-1213.00|Learning Strategies
29-1218.00|Technology Design
21-1094.00|Time Management
25-1124.00|Coordination
27-1022.00|Service Orientation
27-1026.00|Persuasion
27-3042.00|Judgment and Decision Making
27-4011.00|Quality Control Analysis
17-2199.11|Operations Monitoring
17-3025.00|Instructing
19-2043.00|Management of Personnel Resources
19-3093.00|Active Listening
19-4092.00|Systems Evaluation
21-1012.00|Monitoring
13-2023.00|Management of Financial Resources
15-1211.00|Systems Evaluation
15-1251.00|Speaking
17-2081.00|Systems Analysis
17-2151.00|Programming
17-2199.06|Mathematics
11-9141.00|Reading Comprehension
11-9199.08|Critical Thinking
13-1051.00|Operations Analysis
13-1081.02|Service Orientation
13-1131.00|Persuasion
13-1199.04|Social Perceptiveness
11-3051.03|Monitoring
11-9013.00|Equipment Maintenance
11-9121.02|Judgment and Decision Making
11-9199.11|Operation and Control
13-1131.00|Management of Material Resources
13-1199.04|Time Management
53-7062.00|Mathematics
51-9071.06|Critical Thinking
51-9161.00|Speaking
53-2012.00|Negotiation
53-2031.00|Social Perceptiveness
53-3052.00|Management of Financial Resources
53-6021.00|Systems Evaluation
51-6091.00|Active Learning
51-6091.00|Service Orientation
51-7011.00|Persuasion
51-8013.04|Active Listening
51-9012.00|Reading Comprehension
51-9031.00|Writing
51-3021.00|Troubleshooting
51-4023.00|Management of Material Resources
51-4041.00|Repairing
51-4041.00|Time Management
51-4062.00|Learning Strategies
51-6051.00|Operations Analysis
49-3043.00|Social Perceptiveness
49-3093.00|Management of Financial Resources
49-9043.00|Technology Design
49-9051.00|Judgment and Decision Making
49-9098.00|Programming
51-2022.00|Mathematics
47-5011.00|Critical Thinking
49-2011.00|Science
49-2093.00|Installation
49-2097.00|Monitoring
49-2097.00|Equipment Selection
49-3031.00|Negotiation
47-2132.00|Persuasion
47-2211.00|Coordination
47-2231.00|Active Listening
47-3014.00|Management of Personnel Resources
47-4011.01|Reading Comprehension
47-4051.00|Writing
43-9061.00|Management of Material Resources
45-2011.00|Time Management
45-2092.00|Learning Strategies
47-2011.00|Systems Analysis
47-2053.00|Operations Analysis
47-2082.00|Service Orientation
39-3011.00|Management of Personnel Resources
39-3012.00|Active Learning
39-4011.00|Operations Monitoring
41-3041.00|Monitoring
43-3051.00|Technology Design
43-9031.00|Complex Problem Solving
29-2056.00|Equipment Selection
29-2092.00|Negotiation
31-1131.00|Operation and Control
31-9094.00|Systems Evaluation
33-1021.00|Programming
33-9092.00|Instructing
27-3011.00|Instructing
29-1031.00|Systems Analysis
29-1129.01|Active Learning
29-1151.00|Operations Monitoring
29-1229.04|Writing
29-2032.00|Equipment Maintenance
25-2023.00|Negotiation
25-2051.00|Social Perceptiveness
25-2059.01|Management of Financial Resources
25-4011.00|Technology Design
25-9044.00|Systems Evaluation
27-1022.00|Programming
23-1011.00|Active Listening
25-1021.00|Reading Comprehension
25-1041.00|Writing
25-1054.00|Critical Thinking
25-1071.00|Speaking
25-1194.00|Equipment Selection
19-3022.00|Management of Material Resources
19-3092.00|Learning Strategies
19-4043.00|Systems Analysis
21-1014.00|Service Orientation
21-1022.00|Persuasion
21-2021.00|Coordination
17-3026.00|Technology Design
17-3027.01|Judgment and Decision Making
19-1011.00|Quality Control Analysis
19-1029.03|Operation and Control
19-1041.00|Mathematics
19-2099.01|Complex Problem Solving
17-2011.00|Critical Thinking
17-2072.00|Speaking
17-2112.01|Science
17-2161.00|Monitoring
17-2199.10|Social Perceptiveness
17-3021.00|Management of Financial Resources
13-2011.00|Learning Strategies
13-2053.00|Instructing
15-1221.00|Operations Analysis
15-1243.00|Service Orientation
15-2011.00|Management of Personnel Resources
15-2099.01|Operations Monitoring
11-3031.03|Operations Monitoring
11-3051.03|Troubleshooting
11-3051.06|Speaking
11-3051.06|Service Orientation
11-9051.00|Active Listening
11-9051.00|Equipment Selection
53-7073.00|Coordination
53-7073.00|Time Management
51-9162.00|Repairing
51-9198.00|Active Listening
53-3033.00|Learning Strategies
53-3033.00|Quality Control Analysis
53-4011.00|Operations Analysis
53-6051.00|Instructing
51-7032.00|Reading Comprehension
51-9011.00|Operation and Control
51-9061.00|Science
51-9111.00|Negotiation
51-9111.00|Troubleshooting
51-9124.00|Service Orientation
51-4034.00|Systems Analysis
51-4062.00|Active Learning
51-4194.00|Monitoring
51-6021.00|Management of Material Resources
51-6092.00|Complex Problem Solving
51-7021.00|Systems Evaluation
49-9031.00|Operations Analysis
49-9092.00|Instructing
49-9094.00|Equipment Maintenance
51-2021.00|Management of Personnel Resources
51-2061.00|Judgment and Decision Making
51-4021.00|Technology Design
47-5023.00|Troubleshooting
47-5051.00|Repairing
49-2093.00|Operations Monitoring
49-3091.00|Quality Control Analysis
49-9012.00|Equipment Selection
49-9031.00|Mathematics
47-1011.03|Monitoring
47-2031.00|Writing
47-2141.00|Systems Evaluation
47-4011.00|Operation and Control
47-4041.00|Social Perceptiveness
47-5023.00|Negotiation
43-3011.00|Active Listening
43-3031.00|Mathematics
43-5021.00|Management of Personnel Resources
43-5053.00|Critical Thinking
43-5053.00|Judgment and Decision Making
43-6013.00|Programming
35-2011.00|Writing
35-2011.00|Systems Analysis
35-2013.00|Management of Financial Resources
41-2031.00|Operations Monitoring
41-4011.00|Speaking
41-4011.00|Service Orientation
29-2011.00|Speaking
29-2011.00|Service Orientation
29-2052.00|Active Listening
29-9092.00|Learning Strategies
31-9094.00|Critical Thinking
33-3051.00|Coordination
27-3091.00|Systems Analysis
29-1081.00|Management of Material Resources
29-1129.02|Persuasion
29-1129.02|Complex Problem Solving
29-1141.04|Reading Comprehension
29-1299.01|Troubleshooting
25-3041.00|Mathematics
25-3041.00|Operations Analysis
27-1027.00|Management of Personnel Resources
27-2012.05|Judgment and Decision Making
27-2022.00|Coordination
27-2022.00|Time Management
19-4071.00|Management of Material Resources
21-1023.00|Systems Evaluation
25-1052.00|Science
25-1064.00|Negotiation
25-2058.00|Learning Strategies
25-2058.00|Quality Control Analysis
19-2021.00|Judgment and Decision Making
19-2032.00|Time Management
19-2041.03|Programming
19-3092.00|Active Learning
19-4042.00|Monitoring
19-4071.00|Management of Financial Resources
17-2141.00|Operations Monitoring
17-3023.00|Active Listening
17-3023.00|Equipment Selection
17-3024.01|Mathematics
19-1032.00|Management of Personnel Resources
19-2021.00|Critical Thinking
13-1041.06|Critical Thinking
13-1075.00|Programming
13-2099.04|Management of Financial Resources
15-2031.00|Persuasion
17-2051.00|Negotiation
17-2072.01|Repairing
11-2021.00|Monitoring
11-9021.00|Critical Thinking
11-9021.00|Judgment and Decision Making
11-9032.00|Time Management
11-9131.00|Operation and Control
13-1011.00|Negotiation
51-9194.00|Judgment and Decision Making
53-2011.00|Operation and Control
53-4013.00|Negotiation
53-4013.00|Troubleshooting
53-5022.00|Writing
53-7061.00|Systems Evaluation
51-4033.00|Social Perceptiveness
51-6051.00|Operations Monitoring
51-6062.00|Installation
51-6062.00|Programming
51-9012.00|Monitoring
51-9194.00|Critical Thinking
49-9064.00|Management of Financial Resources
51-1011.00|Speaking
51-1011.00|Service Orientation
51-3091.00|Active Listening
51-3091.00|Equipment Selection
51-4033.00|Reading Comprehension
49-3021.00|Persuasion
49-3021.00|Complex Problem Solving
49-3053.00|Coordination
49-3053.00|Time Management
49-9062.00|Writing
49-9062.00|Systems Analysis
43-9111.00|Reading Comprehension
45-4022.00|Operations Analysis
47-2061.00|Instructing
47-4091.00|Learning Strategies
47-4091.00|Quality Control Analysis
47-5011.00|Active Learning
43-4181.00|Troubleshooting
43-5011.00|Speaking
43-5011.00|Service Orientation
43-5052.00|Management of Material Resources
43-6014.00|Active Listening
43-9071.00|Systems Evaluation
39-4031.00|Quality Control Analysis
39-5091.00|Active Learning
39-9031.00|Monitoring
41-4011.07|Complex Problem Solving
41-9041.00|Judgment and Decision Making
43-4031.00|Systems Analysis
33-9091.00|Mathematics
35-3011.00|Instructing
37-1011.00|Repairing
37-1012.00|Management of Personnel Resources
39-1013.00|Operations Monitoring
39-4031.00|Learning Strategies
31-1132.00|Negotiation
31-1132.00|Troubleshooting
31-9091.00|Writing
31-9093.00|Management of Financial Resources
31-9093.00|Management of Material Resources
33-2022.00|Systems Evaluation
29-1031.00|Management of Personnel Resources
29-1124.00|Operations Monitoring
29-1127.00|Programming
29-2033.00|Critical Thinking
29-2033.00|Judgment and Decision Making
29-2091.00|Operation and Control
25-9031.00|Writing
25-9031.00|Systems Analysis
27-1025.00|Speaking
27-2042.00|Active Listening
27-3043.05|Reading Comprehension
27-3043.05|Social Perceptiveness
19-3034.00|Social Perceptiveness
19-4012.01|Operations Analysis
25-1051.00|Learning Strategies
25-1112.00|Critical Thinking
25-2012.00|Persuasion
25-2057.00|Coordination
19-1029.04|Troubleshooting
19-1031.02|Speaking
19-1031.02|Service Orientation
19-2012.00|Management of Material Resources
19-2042.00|Active Listening
19-3034.00|Reading Comprehension
17-2199.03|Persuasion
17-2199.03|Complex Problem Solving
17-2199.11|Judgment and Decision Making
17-3012.00|Coordination
17-3012.00|Time Management
17-3029.01|Systems Analysis
15-1211.01|Science
15-1231.00|Instructing
15-2041.00|Technology Design
17-1021.00|Learning Strategies
17-1021.00|Quality Control Analysis
17-2011.00|Active Learning
13-1022.00|Service Orientation
13-1041.04|Management of Financial Resources
13-1041.04|Management of Material Resources
13-1141.00|Systems Evaluation
13-2052.00|Mathematics
13-2052.00|Operations Analysis
11-2022.00|Writing
11-3021.00|Critical Thinking
11-9081.00|Persuasion
11-9141.00|Social Perceptiveness
11-9179.02|Management of Financial Resources
13-1051.00|Operations Monitoring
53-4031.00|Operation and Control
53-6061.00|Troubleshooting
53-7051.00|Complex Problem Solving
53-7065.00|Reading Comprehension
51-8013.03|Quality Control Analysis
51-9081.00|Instructing
51-9141.00|Monitoring
51-9193.00|Management of Material Resources
51-9196.00|Time Management
53-3011.00|Systems Analysis
51-5112.00|Repairing
51-6042.00|Equipment Maintenance
51-6063.00|Active Listening
51-6093.00|Management of Personnel Resources
51-7041.00|Judgment and Decision Making
51-8013.03|Programming
51-2051.00|Reading Comprehension
51-3011.00|Operations Monitoring
51-4071.00|Equipment Selection
51-4081.00|Operations Analysis
51-4191.00|Negotiation
51-4193.00|Service Orientation
49-9011.00|Active Learning
49-9044.00|Operation and Control
49-9061.00|Social Perceptiveness
49-9096.00|Troubleshooting
51-2011.00|Complex Problem Solving
51-2031.00|Systems Evaluation
47-5043.00|Monitoring
47-5071.00|Writing
49-2022.00|Critical Thinking
49-2092.00|Time Management
49-3022.00|Technology Design
49-3051.00|Systems Analysis
47-2051.00|Equipment Maintenance
47-2121.00|Management of Personnel Resources
